0.608361, -0.108067, 0.0899582, 0.608361, -0.108067, 0.0899582, 0.608361, -0.108067, 0.0899582
0.608361, -0.108067, 0.0899582, 0.612631, -0.104134, 0.0900808, 0.612792, -0.103979, 0.0900856
0.608361, -0.108067, 0.0899582, 0.623542, -0.0940837, 0.0904278, 0.624829, -0.0928404, 0.0904213
0.608361, -0.108067, 0.0899582, 0.638255, -0.080542, 0.0907429, 0.642604, -0.0763493, 0.0908845
0.608361, -0.108067, 0.0899582, 0.653922, -0.0661475, 0.0914934, 0.664234, -0.0562275, 0.0920645
0.608361, -0.108067, 0.0899582, 0.667693, -0.0535051, 0.0919303, 0.687826, -0.0341237, 0.0907595
0.608361, -0.108067, 0.0899582, 0.676715, -0.0452165, 0.0915344, 0.711485, -0.0117558, 0.088761
0.608361, -0.108067, 0.0899582, 0.67814, -0.0439078, 0.0914719, 0.733262, 0.00915641, 0.0856322
0.608361, -0.108067, 0.0899582, 0.669117, -0.0521964, 0.0918678, 0.751233, 0.0269001, 0.081709
0.608361, -0.108067, 0.0899582, 0.6468, -0.0726859, 0.0910751, 0.76359, 0.0398367, 0.0781151
0.768514, 0.0463211, 0.0757053, 0.768514, 0.0463211, 0.0757053, 0.768514, 0.0463211, 0.0757053
0.769234, 0.0489921, 0.0750266, 0.767071, 0.0516554, 0.0750387, 0.766983, 0.0517524, 0.0750414
0.769652, 0.0505419, 0.0746328, 0.761961, 0.0600116, 0.0746759, 0.761255, 0.0607872, 0.0746976
0.769821, 0.0511685, 0.0744736, 0.754667, 0.0698012, 0.0745406, 0.752278, 0.0724135, 0.0746074
0.769794, 0.0510695, 0.0744987, 0.746682, 0.0794456, 0.0745663, 0.74102, 0.0856377, 0.0747246
0.769625, 0.050443, 0.0746579, 0.739524, 0.0873845, 0.0747422, 0.728426, 0.0994448, 0.0748995
0.769368, 0.0494867, 0.0749009, 0.734689, 0.09204, 0.0749982, 0.715475, 0.112849, 0.0751281
0.769074, 0.0483985, 0.0751774, 0.73368, 0.0918416, 0.0752978, 0.70317, 0.124883, 0.0755279
0.768799, 0.0473763, 0.0754372, 0.738002, 0.0852209, 0.0756134, 0.692449, 0.13453, 0.0759447
0.768594, 0.0466179, 0.0756299, 0.74914, 0.0705902, 0.0758301, 0.684358, 0.140865, 0.0765958
0.679865, 0.142894, 0.0774435, 0.679865, 0.142894, 0.0774435, 0.679865, 0.142894, 0.0774435
0.678072, 0.142531, 0.0780401, 0.675636, 0.138903, 0.0795412, 0.675539, 0.138769, 0.0795987
0.677032, 0.14232, 0.0783862, 0.668183, 0.129259, 0.0829228, 0.667382, 0.128162, 0.0832731
0.676611, 0.142235, 0.0785262, 0.658939, 0.11631, 0.0862037, 0.65617, 0.112557, 0.0870291
0.676678, 0.142248, 0.0785041, 0.649545, 0.102578, 0.0891061, 0.642901, 0.0936309, 0.0904503
0.677098, 0.142334, 0.0783641, 0.641559, 0.0905285, 0.0908029, 0.628507, 0.073012, 0.0925923
0.67774, 0.142463, 0.0781506, 0.636656, 0.0827514, 0.0918484, 0.614039, 0.0524474, 0.0942407
0.678471, 0.142611, 0.0779075, 0.636538, 0.0816632, 0.0918806, 0.600605, 0.0335362, 0.0954161
0.679157, 0.14275, 0.0776792, 0.642785, 0.0897823, 0.0907253, 0.589174, 0.0179643, 0.0962425
0.679666, 0.142853, 0.0775098, 0.656903, 0.109527, 0.0872224, 0.580728, 0.00738984, 0.0966211
0.576307, 0.00344513, 0.0968728, 0.576307, 0.00344513, 0.0968728, 0.576307, 0.00344513, 0.0968728
0.57463, 0.00338329, 0.0970515, 0.572994, 0.00671518, 0.0974228, 0.572935, 0.0068501, 0.0974371
0.573658, 0.0033474, 0.0971552, 0.567847, 0.0151907, 0.0985281, 0.567373, 0.0162681, 0.0986733
0.573265, 0.0033329, 0.0971971, 0.561823, 0.0266458, 0.0999006, 0.560198, 0.030291, 0.10021
0.573327, 0.00333519, 0.0971905, 0.555842, 0.0388731, 0.100958, 0.551988, 0.0475142, 0.101668
0.57372, 0.00334969, 0.0971486, 0.550927, 0.049631, 0.10186, 0.543555, 0.0664771, 0.104152
0.57432, 0.00337183, 0.0970846, 0.548105, 0.0566812, 0.102735, 0.535305, 0.0858024, 0.106407
0.575003, 0.00339703, 0.0970118, 0.54824, 0.0578182, 0.102762, 0.527817, 0.104068, 0.108169
0.575644, 0.0034207, 0.0969434, 0.552295, 0.0508167, 0.101695, 0.521807, 0.119855, 0.109734
0.57612, 0.00343826, 0.0968927, 0.561374, 0.0334239, 0.100102, 0.517777, 0.131748, 0.110533
0.516418, 0.138335, 0.110723, 0.516418, 0.138335, 0.110723, 0.516418, 0.138335, 0.110723
0.516547, 0.140768, 0.110616, 0.518605, 0.143876, 0.109973, 0.518681, 0.143999, 0.109949
0.516622, 0.14218, 0.110555, 0.523937, 0.15323, 0.108268, 0.524548, 0.154215, 0.108075
0.516652, 0.142751, 0.11053, 0.530923, 0.16448, 0.105556, 0.532945, 0.167798, 0.104759
0.516647, 0.142661, 0.110534, 0.538295, 0.17575, 0.102593, 0.543013, 0.183591, 0.100438
0.516617, 0.14209, 0.110559, 0.544704, 0.185149, 0.0998576, 0.553929, 0.200458, 0.0956787
0.516571, 0.141219, 0.110597, 0.548918, 0.190824, 0.0982398, 0.56456, 0.217127, 0.0899032
0.516519, 0.140227, 0.11064, 0.549552, 0.190869, 0.0980734, 0.574233, 0.232521, 0.084199
0.516469, 0.139296, 0.110681, 0.545273, 0.183398, 0.0998793, 0.582019, 0.245446, 0.0788058
0.516433, 0.138605, 0.110711, 0.534789, 0.166545, 0.104343, 0.587041, 0.25474, 0.0741709
0.588812, 0.25962, 0.0720127, 0.588812, 0.25962, 0.0720127, 0.588812, 0.25962, 0.0720127
0.5887, 0.261706, 0.0713667, 0.586703, 0.26383, 0.0713179, 0.586626, 0.26391, 0.0713197
0.588635, 0.262917, 0.0709918, 0.581587, 0.27052, 0.0709776, 0.580969, 0.271155, 0.0709897
0.588609, 0.263406, 0.0708403, 0.574743, 0.278386, 0.0708469, 0.572659, 0.280527, 0.0708876
0.588613, 0.263329, 0.0708642, 0.567488, 0.28616, 0.0708866, 0.562562, 0.291247, 0.0710257
0.58864, 0.26284, 0.0710157, 0.561147, 0.29258, 0.0710859, 0.551398, 0.302394, 0.0709999
0.58868, 0.262093, 0.071247, 0.55697, 0.296316, 0.0712197, 0.54018, 0.313332, 0.07124
0.588725, 0.261243, 0.0715102, 0.556357, 0.296181, 0.071488, 0.529646, 0.323152, 0.0713608
0.588768, 0.260444, 0.0717575, 0.560613, 0.290895, 0.07182, 0.520765, 0.331179, 0.0716823
0.5888, 0.259852, 0.0719409, 0.570963, 0.279102, 0.0719192, 0.514386, 0.336614, 0.072169
