0.511307, 0.338612, 0.0726445, 0.511307, 0.338612, 0.0726445, 0.511307, 0.338612, 0.0726445
0.508799, 0.338636, 0.0736313, 0.506307, 0.33653, 0.0754091, 0.506215, 0.336452, 0.0754749
0.507344, 0.33865, 0.074204, 0.498484, 0.331163, 0.0805249, 0.497748, 0.330541, 0.0810571
0.506755, 0.338656, 0.0744355, 0.489381, 0.323975, 0.0870398, 0.486863, 0.321848, 0.0887538
0.506848, 0.338655, 0.0743989, 0.480044, 0.316009, 0.0927489, 0.473877, 0.310802, 0.0962719
0.507437, 0.338649, 0.0741674, 0.472262, 0.308935, 0.0973409, 0.460033, 0.298621, 0.103652
0.508334, 0.33864, 0.0738141, 0.467634, 0.304263, 0.100018, 0.446481, 0.28642, 0.110855
0.509356, 0.33863, 0.073412, 0.4678, 0.30353, 0.100138, 0.434252, 0.275231, 0.117488
0.510316, 0.338621, 0.0730343, 0.474323, 0.308214, 0.0968371, 0.424188, 0.265939, 0.122558
0.511028, 0.338614, 0.0727541, 0.488626, 0.319684, 0.0888074, 0.417219, 0.2595, 0.125056
