x y z normal_x normal_y normal_z
0.485126 -0.173635 0.0379498 -0.165948 0.180389 -0.969495
0.485885 -0.172983 0.0379414 -0.165948 0.180389 -0.969495
0.48664 -0.172328 0.0379208 -0.176834 0.167483 -0.969886
0.487396 -0.171673 0.0378963 -0.176834 0.167483 -0.969886
0.488151 -0.171018 0.0378717 -0.176834 0.167483 -0.969886
0.488906 -0.170363 0.0378471 -0.176834 0.167483 -0.969886
0.489661 -0.169708 0.0378225 -0.176834 0.167483 -0.969886
0.490417 -0.169053 0.0377979 -0.176834 0.167483 -0.969886
0.491172 -0.168398 0.0377726 -0.175602 0.153594 -0.972406
0.491925 -0.167742 0.0377402 -0.175602 0.153594 -0.972406
0.492679 -0.167086 0.0377077 -0.175602 0.153594 -0.972406
0.493429 -0.166426 0.0376541 -0.199518 0.132189 -0.970937
0.494176 -0.165765 0.0375891 -0.20912 0.132018 -0.968937
0.494923 -0.165103 0.0375182 -0.20912 0.132018 -0.968937
0.495669 -0.164441 0.0374473 -0.20912 0.132018 -0.968937
0.496415 -0.163779 0.0373764 -0.20912 0.132018 -0.968937
0.497161 -0.163118 0.0373056 -0.20912 0.132018 -0.968937
0.497908 -0.162456 0.0372347 -0.20912 0.132018 -0.968937
0.498654 -0.161794 0.0371638 -0.20912 0.132018 -0.968937
0.4994 -0.161132 0.0370929 -0.20912 0.132018 -0.968937
0.500146 -0.16047 0.0370221 -0.20912 0.132018 -0.968937
0.500893 -0.159808 0.0369512 -0.20912 0.132018 -0.968937
0.501641 -0.159147 0.0368884 -0.203864 0.1396 -0.968995
0.502389 -0.158487 0.0368262 -0.203864 0.1396 -0.968995
0.503137 -0.157826 0.036764 -0.203864 0.1396 -0.968995
0.503885 -0.157165 0.0367018 -0.203864 0.1396 -0.968995
0.504633 -0.156505 0.0366395 -0.203864 0.1396 -0.968995
0.505381 -0.155844 0.0365773 -0.203864 0.1396 -0.968995
0.506121 -0.155178 0.0364815 -0.266522 0.147208 -0.952521
0.506859 -0.154511 0.036378 -0.266522 0.147208 -0.952521
0.507596 -0.153844 0.0362722 -0.296427 0.122303 -0.947192
0.508323 -0.153172 0.0361315 -0.296427 0.122303 -0.947192
0.50905 -0.1525 0.0359908 -0.296427 0.122303 -0.947192
0.509777 -0.151828 0.0358498 -0.296488 0.121327 -0.947299
0.510504 -0.151156 0.0357085 -0.296488 0.121327 -0.947299
0.51123 -0.150483 0.0355671 -0.296488 0.121327 -0.947299
0.511957 -0.149811 0.0354257 -0.296488 0.121327 -0.947299
0.512684 -0.149139 0.0352844 -0.296488 0.121327 -0.947299
0.513411 -0.148467 0.035143 -0.296488 0.121327 -0.947299
0.514137 -0.147795 0.0350016 -0.296488 0.121327 -0.947299
0.514864 -0.147122 0.0348603 -0.296488 0.121327 -0.947299
0.515591 -0.14645 0.0347189 -0.296488 0.121327 -0.947299
0.516318 -0.145778 0.0345775 -0.296488 0.121327 -0.947299
0.517044 -0.145106 0.0344362 -0.296488 0.121327 -0.947299
0.517771 -0.144434 0.0342948 -0.296488 0.121327 -0.947299
0.518496 -0.143761 0.0341477 -0.327014 0.0981956 -0.939904
0.519211 -0.143084 0.0339698 -0.327014 0.0981956 -0.939904
0.519925 -0.142408 0.0337918 -0.327014 0.0981956 -0.939904
0.52064 -0.141731 0.0336138 -0.327014 0.0981956 -0.939904
0.521355 -0.141055 0.0334358 -0.327014 0.0981956 -0.939904
0.522069 -0.140379 0.0332579 -0.327014 0.0981956 -0.939904
0.522784 -0.139702 0.0330799 -0.327014 0.0981956 -0.939904
0.523499 -0.139026 0.0329019 -0.327014 0.0981956 -0.939904
0.524213 -0.138349 0.032724 -0.327014 0.0981956 -0.939904
0.524926 -0.137672 0.0325415 -0.325058 0.0882068 -0.941572
0.525639 -0.136995 0.0323588 -0.325058 0.0882068 -0.941572
0.526352 -0.136318 0.032176 -0.325058 0.0882068 -0.941572
0.526925 -0.135617 0.032044 -0.325058 0.0882068 -0.941572
0.526495 -0.134744 0.0322741 -0.325058 0.0882068 -0.941572
0.526066 -0.133871 0.0325043 -0.325058 0.0882068 -0.941572
0.525635 -0.132998 0.0327329 -0.330381 0.0808832 -0.940376
0.525205 -0.132124 0.0329595 -0.330381 0.0808832 -0.940376
0.524774 -0.131251 0.033186 -0.330381 0.0808832 -0.940376
0.524343 -0.130377 0.0334125 -0.330381 0.0808832 -0.940376
0.523912 -0.129504 0.0336391 -0.330381 0.0808832 -0.940376
0.523481 -0.12863 0.0338656 -0.330381 0.0808832 -0.940376
0.52305 -0.127757 0.0340922 -0.330381 0.0808832 -0.940376
0.522619 -0.126883 0.0343187 -0.330381 0.0808832 -0.940376
0.522188 -0.12601 0.0345452 -0.330381 0.0808832 -0.940376
0.521757 -0.125137 0.0347716 -0.306956 0.0424296 -0.950777
0.521311 -0.12426 0.0349546 -0.306956 0.0424296 -0.950777
0.520866 -0.123384 0.0351376 -0.306956 0.0424296 -0.950777
0.52042 -0.122508 0.0353206 -0.306956 0.0424296 -0.950777
0.519974 -0.121631 0.0355036 -0.306956 0.0424296 -0.950777
0.519529 -0.120755 0.0356865 -0.306956 0.0424296 -0.950777
0.519083 -0.119879 0.0358695 -0.306956 0.0424296 -0.950777
0.518637 -0.119002 0.0360525 -0.306956 0.0424296 -0.950777
0.518192 -0.118126 0.0362355 -0.306956 0.0424296 -0.950777
0.517746 -0.11725 0.0364184 -0.306956 0.0424296 -0.950777
0.517297 -0.116373 0.0365902 -0.314397 0.023002 -0.949013
0.516847 -0.115496 0.0367605 -0.314397 0.023002 -0.949013
0.51639 -0.114619 0.0369094 -0.298315 -0.0123243 -0.954388
0.515926 -0.113743 0.0370339 -0.266505 -0.0318916 -0.963306
0.515455 -0.112866 0.0371352 -0.266505 -0.0318916 -0.963306
0.514984 -0.11199 0.0372366 -0.266505 -0.0318916 -0.963306
0.514513 -0.111114 0.0373379 -0.266505 -0.0318916 -0.963306
0.514042 -0.110238 0.0374392 -0.266505 -0.0318916 -0.963306
0.51357 -0.109361 0.0375406 -0.266505 -0.0318916 -0.963306
0.513099 -0.108485 0.0376419 -0.266505 -0.0318916 -0.963306
0.512628 -0.107609 0.0377432 -0.266505 -0.0318916 -0.963306
0.512157 -0.106733 0.0378445 -0.266505 -0.0318916 -0.963306
0.511686 -0.105857 0.0379459 -0.266505 -0.0318916 -0.963306
0.511215 -0.10498 0.0380472 -0.266505 -0.0318916 -0.963306
0.510744 -0.104104 0.0381485 -0.266505 -0.0318916 -0.963306
0.510273 -0.103228 0.0382499 -0.266505 -0.0318916 -0.963306
0.509804 -0.102351 0.0383597 -0.266627 -0.0197593 -0.963597
0.509335 -0.101475 0.0384682 -0.243565 -0.0351879 -0.969246
0.50886 -0.100599 0.0385556 -0.243565 -0.0351879 -0.969246
0.508385 -0.0997233 0.0386431 -0.243565 -0.0351879 -0.969246
0.507911 -0.0988475 0.0387306 -0.243565 -0.0351879 -0.969246
0.507436 -0.0979717 0.0388166 -0.234818 -0.033698 -0.971455
0.50696 -0.097096 0.0389011 -0.234818 -0.033698 -0.971455
0.506485 -0.0962203 0.0389856 -0.234818 -0.033698 -0.971455
0.50601 -0.0953446 0.0390702 -0.234818 -0.033698 -0.971455
0.505534 -0.0944688 0.0391547 -0.234818 -0.033698 -0.971455
0.505059 -0.0935931 0.0392392 -0.234818 -0.033698 -0.971455
0.504584 -0.0927174 0.0393237 -0.234818 -0.033698 -0.971455
0.504108 -0.0918417 0.0394083 -0.234818 -0.033698 -0.971455
0.503633 -0.090966 0.0394928 -0.234818 -0.033698 -0.971455
0.503155 -0.0900907 0.0395684 -0.224535 -0.0551799 -0.972902
0.502675 -0.089216 0.0396298 -0.224535 -0.0551799 -0.972902
0.502194 -0.0883414 0.0396911 -0.224535 -0.0551799 -0.972902
0.501713 -0.0874667 0.0397525 -0.224535 -0.0551799 -0.972902
0.501232 -0.086592 0.0398139 -0.224535 -0.0551799 -0.972902
0.500751 -0.0857174 0.0398752 -0.224535 -0.0551799 -0.972902
0.50027 -0.0848427 0.0399365 -0.229586 -0.0626177 -0.971272
0.499789 -0.0839683 0.039994 -0.229586 -0.0626177 -0.971272
0.499307 -0.0830939 0.0400515 -0.229586 -0.0626177 -0.971272
0.498824 -0.0822199 0.0401031 -0.219915 -0.078525 -0.972353
0.498338 -0.0813468 0.0401424 -0.219915 -0.078525 -0.972353
0.497852 -0.0804737 0.0401818 -0.219915 -0.078525 -0.972353
0.497366 -0.0796006 0.0402212 -0.219915 -0.078525 -0.972353
0.49688 -0.0787275 0.0402606 -0.219915 -0.078525 -0.972353
0.496394 -0.0778544 0.0403 -0.219915 -0.078525 -0.972353
0.495908 -0.0769812 0.0403394 -0.219915 -0.078525 -0.972353
0.495422 -0.0761081 0.0403788 -0.219915 -0.078525 -0.972353
0.494936 -0.075235 0.0404182 -0.219915 -0.078525 -0.972353
0.494451 -0.0743616 0.0404617 -0.218452 -0.0719621 -0.973191
0.493966 -0.0734881 0.0405059 -0.218452 -0.0719621 -0.973191
0.493482 -0.0726146 0.0405501 -0.218452 -0.0719621 -0.973191
0.492996 -0.0717414 0.0405913 -0.20875 -0.084073 -0.974349
0.492508 -0.0708691 0.0406206 -0.20875 -0.084073 -0.974349
0.49202 -0.0699968 0.04065 -0.20875 -0.084073 -0.974349
0.491532 -0.0691245 0.0406793 -0.20875 -0.084073 -0.974349
0.491044 -0.0682523 0.0407086 -0.20875 -0.084073 -0.974349
0.490555 -0.06738 0.0407379 -0.20875 -0.084073 -0.974349
0.490066 -0.0665084 0.0407589 -0.175349 -0.0835002 -0.980959
0.489575 -0.0656374 0.0407726 -0.175349 -0.0835002 -0.980959
0.489083 -0.0647665 0.0407863 -0.175349 -0.0835002 -0.980959
0.488592 -0.0638955 0.0407999 -0.175349 -0.0835002 -0.980959
0.488101 -0.0630246 0.0408136 -0.175349 -0.0835002 -0.980959
0.48761 -0.0621537 0.0408273 -0.175349 -0.0835002 -0.980959
0.487119 -0.0612827 0.0408409 -0.175349 -0.0835002 -0.980959
0.486627 -0.0604118 0.0408546 -0.175349 -0.0835002 -0.980959
0.486136 -0.0595408 0.0408683 -0.175349 -0.0835002 -0.980959
0.485645 -0.0586699 0.0408819 -0.175349 -0.0835002 -0.980959
0.485155 -0.0577986 0.0408998 -0.17892 -0.0787267 -0.980709
0.484664 -0.0569272 0.0409193 -0.17892 -0.0787267 -0.980709
0.484174 -0.0560557 0.0409387 -0.17892 -0.0787267 -0.980709
0.483684 -0.0551843 0.0409582 -0.17892 -0.0787267 -0.980709
0.483192 -0.0543139 0.0409663 -0.179453 -0.102624 -0.978399
0.482698 -0.0534444 0.0409656 -0.179453 -0.102624 -0.978399
0.482204 -0.0525748 0.040965 -0.179453 -0.102624 -0.978399
0.481711 -0.0517052 0.0409644 -0.179453 -0.102624 -0.978399
0.481217 -0.0508357 0.0409637 -0.179453 -0.102624 -0.978399
0.480723 -0.0499661 0.0409631 -0.179453 -0.102624 -0.978399
0.480226 -0.0490988 0.0409418 -0.14736 -0.111472 -0.982781
0.479728 -0.0482317 0.0409181 -0.14736 -0.111472 -0.982781
0.47923 -0.0473647 0.0408944 -0.14736 -0.111472 -0.982781
0.478733 -0.0464977 0.0408707 -0.14736 -0.111472 -0.982781
0.478235 -0.0456306 0.0408469 -0.14736 -0.111472 -0.982781
0.477737 -0.0447636 0.0408232 -0.14736 -0.111472 -0.982781
0.477239 -0.0438971 0.0407948 -0.14151 -0.138287 -0.98023
0.476738 -0.0430334 0.0407453 -0.14151 -0.138287 -0.98023
