x y z normal_x normal_y normal_z
0.553736 -0.0551102 0.0207493 -0.336965 -0.111209 -0.934926
0.55345 -0.0541523 0.0207403 -0.336965 -0.111209 -0.934926
0.553163 -0.0531944 0.0207313 -0.336965 -0.111209 -0.934926
0.552876 -0.0522364 0.0207224 -0.333318 -0.116654 -0.93557
0.552589 -0.0512785 0.0207134 -0.333318 -0.116654 -0.93557
0.552302 -0.0503206 0.0207045 -0.333318 -0.116654 -0.93557
0.552015 -0.0493626 0.0206955 -0.333318 -0.116654 -0.93557
0.551728 -0.0484047 0.0206865 -0.333318 -0.116654 -0.93557
0.551442 -0.0474468 0.0206776 -0.333318 -0.116654 -0.93557
0.551155 -0.0464889 0.0206686 -0.333318 -0.116654 -0.93557
0.550868 -0.0455309 0.0206597 -0.339074 -0.127147 -0.932128
0.550452 -0.0446262 0.0206758 -0.339074 -0.127147 -0.932128
0.549982 -0.0437442 0.0207027 -0.339074 -0.127147 -0.932128
0.549512 -0.0428621 0.0207297 -0.33834 -0.136232 -0.93111
0.549041 -0.04198 0.0207566 -0.33834 -0.136232 -0.93111
0.548571 -0.041098 0.0207835 -0.332104 -0.143379 -0.932282
0.5481 -0.0402159 0.0208104 -0.332104 -0.143379 -0.932282
0.54763 -0.0393339 0.0208373 -0.332104 -0.143379 -0.932282
0.54716 -0.0384518 0.0208642 -0.320598 -0.14427 -0.936164
0.546689 -0.0375698 0.0208911 -0.320598 -0.14427 -0.936164
0.546219 -0.0366877 0.020918 -0.320598 -0.14427 -0.936164
0.545748 -0.0358057 0.0209449 -0.320598 -0.14427 -0.936164
0.545278 -0.0349236 0.0209718 -0.314169 -0.157829 -0.936156
0.544808 -0.0340416 0.0209987 -0.314169 -0.157829 -0.936156
0.544337 -0.0331595 0.0210256 -0.314169 -0.157829 -0.936156
0.543867 -0.0322775 0.0210525 -0.313468 -0.155468 -0.936786
0.543397 -0.0313954 0.0210795 -0.313468 -0.155468 -0.936786
0.542923 -0.0305157 0.0211069 -0.313468 -0.155468 -0.936786
0.542322 -0.0297176 0.0211532 -0.313468 -0.155468 -0.936786
0.541721 -0.0289195 0.0211996 -0.313468 -0.155468 -0.936786
0.54112 -0.0281215 0.0212459 -0.305157 -0.165423 -0.937824
0.540519 -0.0273234 0.0212922 -0.305157 -0.165423 -0.937824
0.539919 -0.0265254 0.0213386 -0.305157 -0.165423 -0.937824
0.539318 -0.0257273 0.0213849 -0.305157 -0.165423 -0.937824
0.538717 -0.0249292 0.0214313 -0.305157 -0.165423 -0.937824
0.538116 -0.0241312 0.0214776 -0.305157 -0.165423 -0.937824
0.537516 -0.0233331 0.0215239 -0.305157 -0.165423 -0.937824
0.536915 -0.022535 0.0215703 -0.308337 -0.188217 -0.932471
0.536314 -0.021737 0.0216166 -0.308337 -0.188217 -0.932471
0.535713 -0.0209389 0.0216629 -0.308337 -0.188217 -0.932471
0.535112 -0.0201408 0.0217093 -0.308337 -0.188217 -0.932471
0.534512 -0.0193428 0.0217556 -0.298784 -0.204049 -0.932251
0.533911 -0.0185447 0.021802 -0.298784 -0.204049 -0.932251
0.53331 -0.0177467 0.0218483 -0.298784 -0.204049 -0.932251
0.532697 -0.0169591 0.0218963 -0.298784 -0.204049 -0.932251
0.532006 -0.0162382 0.0219551 -0.302454 -0.203081 -0.931279
0.531316 -0.0155174 0.0220139 -0.302454 -0.203081 -0.931279
0.530625 -0.0147965 0.0220727 -0.302454 -0.203081 -0.931279
0.529935 -0.0140757 0.0221315 -0.302454 -0.203081 -0.931279
0.529244 -0.0133548 0.0221902 -0.302454 -0.203081 -0.931279
0.528553 -0.0126339 0.022249 -0.302454 -0.203081 -0.931279
0.527863 -0.0119131 0.0223078 -0.302454 -0.203081 -0.931279
0.527172 -0.0111922 0.0223666 -0.302454 -0.203081 -0.931279
0.526482 -0.0104714 0.0224254 -0.302454 -0.203081 -0.931279
0.525791 -0.00975054 0.0224842 -0.302454 -0.203081 -0.931279
0.525101 -0.00902968 0.022543 -0.296641 -0.22304 -0.928578
0.52441 -0.00830883 0.0226017 -0.296641 -0.22304 -0.928578
0.523719 -0.00758798 0.0226605 -0.296641 -0.22304 -0.928578
0.523029 -0.00686712 0.0227193 -0.296641 -0.22304 -0.928578
0.522338 -0.00614627 0.0227781 -0.284962 -0.228541 -0.930895
0.521648 -0.00542542 0.0228369 -0.284962 -0.228541 -0.930895
0.520934 -0.00472856 0.0228942 -0.284962 -0.228541 -0.930895
0.520178 -0.00407671 0.0229486 -0.284962 -0.228541 -0.930895
0.519421 -0.00342485 0.0230031 -0.284962 -0.228541 -0.930895
0.518665 -0.002773 0.0230576 -0.284962 -0.228541 -0.930895
0.517909 -0.00212114 0.023112 -0.278844 -0.244553 -0.928676
0.517152 -0.00146929 0.0231665 -0.278844 -0.244553 -0.928676
0.516396 -0.000817437 0.023221 -0.278844 -0.244553 -0.928676
0.515639 -0.000165584 0.0232754 -0.278844 -0.244553 -0.928676
0.514883 0.00048627 0.0233299 -0.278844 -0.244553 -0.928676
0.514127 0.00113812 0.0233844 -0.278844 -0.244553 -0.928676
0.51337 0.00178998 0.0234388 -0.272674 -0.247267 -0.929789
0.512614 0.00244183 0.0234933 -0.272674 -0.247267 -0.929789
0.511857 0.00309368 0.0235477 -0.272674 -0.247267 -0.929789
0.511101 0.00374554 0.0236022 -0.272674 -0.247267 -0.929789
0.510345 0.00439739 0.0236567 -0.269444 -0.256777 -0.928152
0.509588 0.00504924 0.0237111 -0.269444 -0.256777 -0.928152
0.508823 0.00569044 0.0237641 -0.269444 -0.256777 -0.928152
0.50802 0.00628402 0.0238104 -0.269444 -0.256777 -0.928152
0.507216 0.00687761 0.0238566 -0.269444 -0.256777 -0.928152
0.506413 0.00747119 0.0239029 -0.269444 -0.256777 -0.928152
0.50561 0.00806477 0.0239492 -0.269444 -0.256777 -0.928152
0.504806 0.00865836 0.0239955 -0.269444 -0.256777 -0.928152
0.504003 0.00925194 0.0240417 -0.269444 -0.256777 -0.928152
0.503199 0.00984552 0.024088 -0.269444 -0.256777 -0.928152
0.502396 0.0104391 0.0241343 -0.231804 -0.241939 -0.942195
0.501592 0.0110327 0.0241805 -0.220467 -0.268728 -0.937646
0.500789 0.0116263 0.0242268 -0.220467 -0.268728 -0.937646
0.499985 0.0122199 0.0242731 -0.220467 -0.268728 -0.937646
0.499182 0.0128134 0.0243193 -0.220467 -0.268728 -0.937646
0.498379 0.013407 0.0243656 -0.220467 -0.268728 -0.937646
0.497575 0.0140006 0.0244119 -0.220467 -0.268728 -0.937646
0.496761 0.0145786 0.024449 -0.220467 -0.268728 -0.937646
0.495918 0.0151169 0.0244629 -0.220467 -0.268728 -0.937646
0.495075 0.0156552 0.0244768 -0.220467 -0.268728 -0.937646
0.494233 0.0161934 0.0244907 -0.199123 -0.271734 -0.941547
0.49339 0.0167317 0.0245047 -0.199123 -0.271734 -0.941547
0.492547 0.01727 0.0245186 -0.183639 -0.288095 -0.939829
0.491705 0.0178083 0.0245325 -0.183639 -0.288095 -0.939829
0.490862 0.0183466 0.0245464 -0.183639 -0.288095 -0.939829
0.490019 0.0188848 0.0245603 -0.183639 -0.288095 -0.939829
0.489177 0.0194231 0.0245742 -0.183639 -0.288095 -0.939829
0.488334 0.0199614 0.0245881 -0.183639 -0.288095 -0.939829
0.487491 0.0204997 0.024602 -0.188331 -0.287422 -0.939106
0.486649 0.021038 0.0246159 -0.188331 -0.287422 -0.939106
0.485798 0.0215624 0.0246283 -0.188331 -0.287422 -0.939106
0.484931 0.0220608 0.0246379 -0.188331 -0.287422 -0.939106
0.484064 0.0225591 0.0246474 -0.178154 -0.29732 -0.93801
0.483197 0.0230574 0.024657 -0.178154 -0.29732 -0.93801
0.48233 0.0235558 0.0246665 -0.178154 -0.29732 -0.93801
0.481463 0.0240541 0.0246761 -0.178154 -0.29732 -0.93801
0.480596 0.0245524 0.0246856 -0.178154 -0.29732 -0.93801
0.479729 0.0250508 0.0246952 -0.178154 -0.29732 -0.93801
0.478862 0.0255491 0.0247048 -0.178154 -0.29732 -0.93801
0.477995 0.0260475 0.0247143 -0.178154 -0.29732 -0.93801
0.477126 0.0265409 0.0247219 -0.178154 -0.29732 -0.93801
0.476238 0.0270002 0.0247155 -0.147868 -0.290854 -0.945272
0.475349 0.0274595 0.0247092 -0.147868 -0.290854 -0.945272
0.474461 0.0279188 0.0247028 -0.140521 -0.295058 -0.94509
0.473573 0.0283781 0.0246964 -0.140521 -0.295058 -0.94509
0.472684 0.0288374 0.0246901 -0.140521 -0.295058 -0.94509
0.471796 0.0292967 0.0246837 -0.141936 -0.32105 -0.936366
